Method	ComboName	optionID	MergedFPR	optionTPR	cutoff	FPR	TPR	M6APeakModel	TPRmFPR	maxTPRmFPR	Mode
MeTPeak	Combo30	mean_Ex_bin100_P1	0.66	0.04	1.1	0.66	0.78	Millipore	0.12	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.67	0.64	1.34	0.67	0.78	Millipore	0.11	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.67	0.75	1.21	0.67	0.78	Millipore	0.11	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.67	0.01	2.47	0.67	0.78	Millipore	0.11	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.67	0.71	1.28	0.67	0.78	Millipore	0.11	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.67	0.46	1.05	0.67	0.78	Millipore	0.11	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.67	0.72	1.5	0.67	0.78	Millipore	0.11	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.67	0.53	1.41	0.67	0.78	Millipore	0.11	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.67	0.39	0.85	0.67	0.78	Millipore	0.11	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.67	0.77	1.2	0.67	0.78	Millipore	0.11	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.67	0.04	1.1	0.67	0.78	Millipore	0.11	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.68	0.64	1.34	0.68	0.78	Millipore	0.1	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.68	0.75	1.2	0.68	0.78	Millipore	0.1	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.68	0.01	2.47	0.68	0.78	Millipore	0.1	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.68	0.71	1.28	0.68	0.78	Millipore	0.1	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.68	0.46	1.05	0.68	0.78	Millipore	0.1	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.68	0.72	1.46	0.68	0.78	Millipore	0.1	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.68	0.53	1.41	0.68	0.78	Millipore	0.1	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.68	0.39	0.85	0.68	0.78	Millipore	0.1	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.68	0.77	1.2	0.68	0.78	Millipore	0.1	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.68	0.04	1.1	0.68	0.78	Millipore	0.1	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.69	0.64	1.34	0.69	0.79	Millipore	0.1	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.69	0.75	1.2	0.69	0.79	Millipore	0.1	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.69	0.01	2.31	0.69	0.79	Millipore	0.1	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.69	0.71	1.26	0.69	0.79	Millipore	0.1	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.69	0.47	1.04	0.69	0.79	Millipore	0.1	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.69	0.72	1.46	0.69	0.79	Millipore	0.1	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.69	0.53	1.41	0.69	0.79	Millipore	0.1	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.69	0.39	0.85	0.69	0.79	Millipore	0.1	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.69	0.77	1.18	0.69	0.79	Millipore	0.1	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.69	0.04	1.1	0.69	0.79	Millipore	0.1	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.7	0.65	1.28	0.7	0.79	Millipore	0.0900000000000001	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.7	0.76	1.17	0.7	0.79	Millipore	0.0900000000000001	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.7	0.01	2.12	0.7	0.79	Millipore	0.0900000000000001	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.7	0.72	1.23	0.7	0.79	Millipore	0.0900000000000001	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.7	0.47	1.04	0.7	0.79	Millipore	0.0900000000000001	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.7	0.72	1.46	0.7	0.79	Millipore	0.0900000000000001	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.7	0.53	1.41	0.7	0.79	Millipore	0.0900000000000001	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.7	0.39	0.85	0.7	0.79	Millipore	0.0900000000000001	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.7	0.77	1.16	0.7	0.79	Millipore	0.0900000000000001	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.7	0.04	1.05	0.7	0.79	Millipore	0.0900000000000001	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.71	0.65	1.28	0.71	0.79	Millipore	0.0800000000000001	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.71	0.76	1.17	0.71	0.79	Millipore	0.0800000000000001	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.71	0.01	1.95	0.71	0.79	Millipore	0.0800000000000001	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.71	0.72	1.22	0.71	0.79	Millipore	0.0800000000000001	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.71	0.47	1.04	0.71	0.79	Millipore	0.0800000000000001	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.71	0.73	1.42	0.71	0.79	Millipore	0.0800000000000001	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.71	0.53	1.41	0.71	0.79	Millipore	0.0800000000000001	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.71	0.39	0.85	0.71	0.79	Millipore	0.0800000000000001	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.71	0.77	1.15	0.71	0.79	Millipore	0.0800000000000001	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.71	0.04	1.05	0.71	0.79	Millipore	0.0800000000000001	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.72	0.65	1.28	0.72	0.8	Millipore	0.0800000000000001	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.72	0.76	1.15	0.72	0.8	Millipore	0.0800000000000001	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.72	0.01	1.68	0.72	0.8	Millipore	0.0800000000000001	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.72	0.72	1.2	0.72	0.8	Millipore	0.0800000000000001	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.72	0.47	1.04	0.72	0.8	Millipore	0.0800000000000001	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.72	0.73	1.42	0.72	0.8	Millipore	0.0800000000000001	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.72	0.53	1.41	0.72	0.8	Millipore	0.0800000000000001	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.72	0.39	0.85	0.72	0.8	Millipore	0.0800000000000001	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.72	0.77	1.15	0.72	0.8	Millipore	0.0800000000000001	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.72	0.04	1.05	0.72	0.8	Millipore	0.0800000000000001	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.73	0.66	1.24	0.73	0.8	Millipore	0.0700000000000001	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.73	0.76	1.14	0.73	0.8	Millipore	0.0700000000000001	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.73	0.01	1.55	0.73	0.8	Millipore	0.0700000000000001	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.73	0.72	1.17	0.73	0.8	Millipore	0.0700000000000001	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.73	0.47	1.03	0.73	0.8	Millipore	0.0700000000000001	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.73	0.74	1.39	0.73	0.8	Millipore	0.0700000000000001	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.73	0.53	1.41	0.73	0.8	Millipore	0.0700000000000001	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.73	0.39	0.85	0.73	0.8	Millipore	0.0700000000000001	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.73	0.78	1.13	0.73	0.8	Millipore	0.0700000000000001	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.73	0.04	1.05	0.73	0.8	Millipore	0.0700000000000001	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.74	0.66	1.24	0.74	0.8	Millipore	0.0600000000000001	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.74	0.76	1.13	0.74	0.8	Millipore	0.0600000000000001	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.74	0.01	1.42	0.74	0.8	Millipore	0.0600000000000001	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.74	0.72	1.16	0.74	0.8	Millipore	0.0600000000000001	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.74	0.47	1.03	0.74	0.8	Millipore	0.0600000000000001	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.74	0.74	1.39	0.74	0.8	Millipore	0.0600000000000001	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.74	0.56	1.23	0.74	0.8	Millipore	0.0600000000000001	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.74	0.39	0.85	0.74	0.8	Millipore	0.0600000000000001	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.74	0.78	1.11	0.74	0.8	Millipore	0.0600000000000001	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.74	0.04	1.05	0.74	0.8	Millipore	0.0600000000000001	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.75	0.66	1.24	0.75	0.8	Millipore	0.05	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.75	0.76	1.11	0.75	0.8	Millipore	0.05	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.75	0.01	1.42	0.75	0.8	Millipore	0.05	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.75	0.72	1.16	0.75	0.8	Millipore	0.05	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.75	0.47	1.03	0.75	0.8	Millipore	0.05	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.75	0.74	1.36	0.75	0.8	Millipore	0.05	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.75	0.56	1.23	0.75	0.8	Millipore	0.05	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.75	0.39	0.85	0.75	0.8	Millipore	0.05	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.75	0.78	1.1	0.75	0.8	Millipore	0.05	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.75	0.04	1.05	0.75	0.8	Millipore	0.05	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.76	0.67	1.2	0.76	0.81	Millipore	0.05	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.76	0.76	1.11	0.76	0.81	Millipore	0.05	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.76	0.01	1.3	0.76	0.81	Millipore	0.05	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.76	0.72	1.12	0.76	0.81	Millipore	0.05	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.76	0.47	1.03	0.76	0.81	Millipore	0.05	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.76	0.74	1.36	0.76	0.81	Millipore	0.05	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.76	0.56	1.23	0.76	0.81	Millipore	0.05	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.76	0.39	0.85	0.76	0.81	Millipore	0.05	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.76	0.78	1.09	0.76	0.81	Millipore	0.05	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.76	0.04	1.05	0.76	0.81	Millipore	0.05	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.77	0.67	1.2	0.77	0.82	Millipore	0.0499999999999999	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.77	0.77	1.09	0.77	0.82	Millipore	0.0499999999999999	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.77	0.01	1.18	0.77	0.82	Millipore	0.0499999999999999	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.77	0.72	1.12	0.77	0.82	Millipore	0.0499999999999999	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.77	0.48	1.02	0.77	0.82	Millipore	0.0499999999999999	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.77	0.75	1.33	0.77	0.82	Millipore	0.0499999999999999	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.77	0.56	1.23	0.77	0.82	Millipore	0.0499999999999999	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.77	0.39	0.85	0.77	0.82	Millipore	0.0499999999999999	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.77	0.78	1.08	0.77	0.82	Millipore	0.0499999999999999	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.77	0.04	0.65	0.77	0.82	Millipore	0.0499999999999999	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.78	0.67	1.18	0.78	0.82	Millipore	0.0399999999999999	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.78	0.77	1.08	0.78	0.82	Millipore	0.0399999999999999	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.78	0.01	1.07	0.78	0.82	Millipore	0.0399999999999999	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.78	0.73	1.1	0.78	0.82	Millipore	0.0399999999999999	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.78	0.48	1.02	0.78	0.82	Millipore	0.0399999999999999	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.78	0.75	1.31	0.78	0.82	Millipore	0.0399999999999999	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.78	0.56	1.23	0.78	0.82	Millipore	0.0399999999999999	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.78	0.39	0.85	0.78	0.82	Millipore	0.0399999999999999	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.78	0.79	1.07	0.78	0.82	Millipore	0.0399999999999999	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.78	0.04	0.65	0.78	0.82	Millipore	0.0399999999999999	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.79	0.67	1.18	0.79	0.82	Millipore	0.0299999999999999	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.79	0.77	1.07	0.79	0.82	Millipore	0.0299999999999999	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.79	0.01	1.07	0.79	0.82	Millipore	0.0299999999999999	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.79	0.73	1.07	0.79	0.82	Millipore	0.0299999999999999	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.79	0.48	1.02	0.79	0.82	Millipore	0.0299999999999999	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.79	0.75	1.29	0.79	0.82	Millipore	0.0299999999999999	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.79	0.56	1.23	0.79	0.82	Millipore	0.0299999999999999	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.79	0.39	0.85	0.79	0.82	Millipore	0.0299999999999999	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.79	0.79	1.06	0.79	0.82	Millipore	0.0299999999999999	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.79	0.04	0.65	0.79	0.82	Millipore	0.0299999999999999	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.8	0.68	1.16	0.8	0.83	Millipore	0.0299999999999999	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.8	0.77	1.06	0.8	0.83	Millipore	0.0299999999999999	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.8	0.01	1.07	0.8	0.83	Millipore	0.0299999999999999	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.8	0.73	1.04	0.8	0.83	Millipore	0.0299999999999999	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.8	0.48	1.02	0.8	0.83	Millipore	0.0299999999999999	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.8	0.76	1.26	0.8	0.83	Millipore	0.0299999999999999	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.8	0.57	1.16	0.8	0.83	Millipore	0.0299999999999999	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.8	0.39	0.85	0.8	0.83	Millipore	0.0299999999999999	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.8	0.79	1.04	0.8	0.83	Millipore	0.0299999999999999	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.8	0.04	0.65	0.8	0.83	Millipore	0.0299999999999999	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.81	0.68	1.16	0.81	0.83	Millipore	0.0199999999999999	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.81	0.77	1.04	0.81	0.83	Millipore	0.0199999999999999	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.81	0.01	1.07	0.81	0.83	Millipore	0.0199999999999999	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.81	0.73	1.04	0.81	0.83	Millipore	0.0199999999999999	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.81	0.48	1.01	0.81	0.83	Millipore	0.0199999999999999	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.81	0.76	1.23	0.81	0.83	Millipore	0.0199999999999999	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.81	0.57	1.16	0.81	0.83	Millipore	0.0199999999999999	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.81	0.39	0.85	0.81	0.83	Millipore	0.0199999999999999	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.81	0.79	1.04	0.81	0.83	Millipore	0.0199999999999999	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.81	0.04	0.65	0.81	0.83	Millipore	0.0199999999999999	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.82	0.68	1.13	0.82	0.83	Millipore	0.01	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.82	0.77	1.03	0.82	0.83	Millipore	0.01	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.82	0.01	1.07	0.82	0.83	Millipore	0.01	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.82	0.73	1.04	0.82	0.83	Millipore	0.01	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.82	0.48	1.01	0.82	0.83	Millipore	0.01	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.82	0.76	1.19	0.82	0.83	Millipore	0.01	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.82	0.57	1.16	0.82	0.83	Millipore	0.01	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.82	0.39	0.85	0.82	0.83	Millipore	0.01	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.82	0.79	1.03	0.82	0.83	Millipore	0.01	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.82	0.04	0.65	0.82	0.83	Millipore	0.01	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.83	0.69	1.12	0.83	0.84	Millipore	0.01	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.83	0.77	1.03	0.83	0.84	Millipore	0.01	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.83	0.01	1	0.83	0.84	Millipore	0.01	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.83	0.73	1.04	0.83	0.84	Millipore	0.01	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.83	0.48	1.01	0.83	0.84	Millipore	0.01	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.83	0.77	1.13	0.83	0.84	Millipore	0.01	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.83	0.57	1.16	0.83	0.84	Millipore	0.01	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.83	0.39	0.85	0.83	0.84	Millipore	0.01	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.83	0.79	1.01	0.83	0.84	Millipore	0.01	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.83	0.04	0.65	0.83	0.84	Millipore	0.01	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.84	0.69	1.1	0.84	0.84	Millipore	0	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.84	0.77	1.03	0.84	0.84	Millipore	0	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.84	0.01	0.95	0.84	0.84	Millipore	0	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.84	0.73	1.04	0.84	0.84	Millipore	0	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.84	0.48	1.01	0.84	0.84	Millipore	0	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.84	0.77	1.13	0.84	0.84	Millipore	0	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.84	0.57	1.16	0.84	0.84	Millipore	0	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.84	0.39	0.85	0.84	0.84	Millipore	0	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.84	0.79	1.01	0.84	0.84	Millipore	0	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.84	0.04	0.65	0.84	0.84	Millipore	0	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.85	0.69	1.1	0.85	0.84	Millipore	-0.01	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.85	0.77	1.03	0.85	0.84	Millipore	-0.01	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.85	0.01	0.66	0.85	0.84	Millipore	-0.01	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.85	0.73	1.04	0.85	0.84	Millipore	-0.01	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.85	0.48	1.01	0.85	0.84	Millipore	-0.01	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.85	0.77	1.1	0.85	0.84	Millipore	-0.01	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.85	0.58	1.11	0.85	0.84	Millipore	-0.01	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.85	0.39	0.85	0.85	0.84	Millipore	-0.01	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.85	0.79	1.01	0.85	0.84	Millipore	-0.01	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.85	0.04	0.65	0.85	0.84	Millipore	-0.01	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.86	0.69	1.07	0.86	0.84	Millipore	-0.02	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.86	0.77	1.03	0.86	0.84	Millipore	-0.02	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.86	0.01	0.66	0.86	0.84	Millipore	-0.02	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.86	0.73	0.2	0.86	0.84	Millipore	-0.02	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.86	0.48	1.01	0.86	0.84	Millipore	-0.02	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.86	0.77	1.06	0.86	0.84	Millipore	-0.02	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.86	0.58	1.11	0.86	0.84	Millipore	-0.02	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.86	0.39	0.85	0.86	0.84	Millipore	-0.02	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.86	0.79	1.01	0.86	0.84	Millipore	-0.02	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.86	0.04	0.65	0.86	0.84	Millipore	-0.02	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.87	0.69	1.06	0.87	0.84	Millipore	-0.03	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.87	0.77	1.03	0.87	0.84	Millipore	-0.03	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.87	0.01	0.07	0.87	0.84	Millipore	-0.03	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.87	0.73	0.2	0.87	0.84	Millipore	-0.03	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.87	0.48	1.01	0.87	0.84	Millipore	-0.03	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.87	0.77	1.04	0.87	0.84	Millipore	-0.03	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.87	0.58	1.09	0.87	0.84	Millipore	-0.03	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.87	0.39	0.85	0.87	0.84	Millipore	-0.03	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.87	0.79	1.01	0.87	0.84	Millipore	-0.03	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.87	0.04	0.65	0.87	0.84	Millipore	-0.03	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.88	0.7	1.05	0.88	0.85	Millipore	-0.03	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.88	0.78	0.42	0.88	0.85	Millipore	-0.03	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.88	0.01	0.07	0.88	0.85	Millipore	-0.03	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.88	0.73	0.2	0.88	0.85	Millipore	-0.03	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.88	0.49	0.73	0.88	0.85	Millipore	-0.03	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.88	0.77	1.03	0.88	0.85	Millipore	-0.03	0.38	
TRESS	Combo49	mean_Ex_bin100_P1	0.88	0.58	1.09	0.88	0.85	Millipore	-0.03	0.38	
exomePeak	Combo22	mean_Ex_bin100_P2	0.88	0.39	0.85	0.88	0.85	Millipore	-0.03	0.38	
TRESS	Combo32	mean_Ex_bin100_P1	0.88	0.8	0.14	0.88	0.85	Millipore	-0.03	0.38	
MeTPeak	Combo30	mean_Ex_bin100_P1	0.88	0.04	0.65	0.88	0.85	Millipore	-0.03	0.38	
TRESS	Combo68	mean_Ex_bin100_P1	0.89	0.7	1.05	0.89	0.85	Millipore	-0.04	0.38	
exomePeak	Combo30	mean_Ex_bin100_P1	0.89	0.78	0.42	0.89	0.85	Millipore	-0.04	0.38	
MeRIPtools	Combo2	mean_Ex_bin0_P0.1	0.89	0.01	0.07	0.89	0.85	Millipore	-0.04	0.38	
exomePeak	Combo4	mean_Ex_bin50_P1	0.89	0.73	0.2	0.89	0.85	Millipore	-0.04	0.38	
TRESS	Combo29	mean_Tx_bin500_P2	0.89	0.49	0.73	0.89	0.85	Millipore	-0.04	0.38	
MACS2	Combo50	mean_Ex_bin100_P1	0.89	0.78	1.01	0.89	0.85	Millipore	-0.04	0.38	
